id,master_id,sku,name,url_key,url_path,short_url,type,book_cover,short_description,price,list_price,original_price,badges,badges_new,discount,discount_rate,rating_average,review_count,review_text,favourite_count,thumbnail_url,has_ebook,inventory_status,inventory_type,productset_group_name,is_fresh,seller,is_flower,has_buynow,is_gift_card,salable_type,data_version,day_ago_created,all_time_quantity_sold,meta_title,meta_description,meta_keywords,is_baby_milk,is_acoholic_drink,description,images,warranty_policy,brand,current_seller,other_sellers,specifications,product_links,gift_item_title,services_and_promotions,promitions,stock_item,quantity_sold,categories,breadcrumbs,installment_info_v2,is_seller_in_chat_whitelist,inventory,warranty_info,return_and_exchange_policy,is_tier_pricing_available,is_tier_pricing_eligible,best_price_guaranteed,benefits
76585393,76585393,1074024569422,Ampli Marshall MG30FX Gold (Công suất 30W) Amply Đàn Guitar Điện Combo Amplifier MG30GFX - Kèm Móng Gẩy DreamMaker,ampli-marshall-mg30fx-gold-cong-suat-30w-amply-dan-guitar-dien-combo-amplifier-mg30gfx-kem-mong-gay-dreammaker-p76585393,ampli-marshall-mg30fx-gold-cong-suat-30w-amply-dan-guitar-dien-combo-amplifier-mg30gfx-kem-mong-gay-dreammaker-p76585393.html?spid=76585394,https://tiki.vn/product-p76585393.html?spid=76585394,simple,,"THÔNG SỐ KỸ THUẬT:- Công suất: 30W- Trở Kháng: 4Ω- Kiểu loa: Loa tùy chỉnh (4Ω, 30w)- Bốn kênh: Clean, Crunch, OD1, OD2- Cấu hình loa: 1 × 10- Điều khiển: EQ 3 băng tần, khuếch đại, âm lượng, chín...",5499000,5499000,5499000,"[{'code': 'new_pdp', 'text': 'v1'}]",[],0,0,5,1,(1),0,https://salt.tikicdn.com/cache/280x280/ts/product/62/7e/ea/054c1332be2c69d35dcb499cd05efbc5.jpg,False,available,backorder,,False,,False,True,False,,3300,1012,3,,,,False,False,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://salt.tikicdn.com/ts/tmp/62/7e/ea/9c674ab9f8dfc0adb32b0e89e813bfb2.jpg"" alt=""Amply-Marshall-MG30FX-Gold -Cong-Suat 30W-Ampli-Dan-Guitar-Dien-Combo-Amplifier-Tiki"" width=""750"" height=""750"" /></p>
<p>- Nhạc cụ: Acoustic hoặc Ukelele</p>
<p>- Kênh có thể chuyển đổi: Bình thường hoặc Sáng</p>
<p>- Công suất đầu ra: 10 Watts</p>
<p>- Loa: 5 inch; 60 Hz ở 4 Ohms</p>
<p>- Yêu cầu về nguồn: Nguồn 9v 1200mA hoặc 6 x pin AA ( Không bao gồm pin )</p>
<p>- Tuổi thọ pin: Khoảng 3 giờ</p>
<p>- Là một bộ khuếch đại guitar di động, nó cũng có nhiều chức năng hữu ích: AUX cho phép bạn chơi đệm qua điện thoại hoặc máy tính, cho dù đó là luyện tập piano hay nghe bài hát.</p>
<p>- Đầu ra tai nghe âm thanh nổi 3,5 mm, bạn có thể luyện tập piano trong môi trường yên tĩnh và không buông bỏ mọi chi tiết của âm thanh.</p>
<p>- Các núm ở hai bên của loa có thể được treo lên sau khi bị xoắn.</p>
<p>- Logo phía trước sẽ sáng khi bật nguồn.</p>
