stt,id
413,273024244
414,273025465
415,273026321
416,273027241
417,271983601
418,271982675
419,271994137
420,273029082
421,273028804
422,273035922
423,193768706
424,75825066
425,132895619
426,7251349
427,195951027
428,121678374
429,11921893
430,72121405
431,225946932
432,270298126
433,3810041
434,14142031
435,41275405
436,24229220
437,20495134
438,42701079
439,273024083
440,14071325
441,14071794
442,273025424
443,273025537
444,273025994
445,273025652
446,273025821
447,272618366
448,271735548
449,271730238
450,106235845
451,252714128
452,57797480
453,56746877
454,230038923
455,79116958
456,75040572
457,94226733
458,97552327
459,109377833
460,56454317
461,8427420
462,8427428
463,8427418
464,272945129
465,42704923
466,14076304
467,273024194
468,273028072
469,273027755
470,273025601
471,271783600
472,205727618
473,171869924
474,195520136
475,79362429
476,56609617
477,56612836
478,56544979
479,56651053
480,56652832
481,136728848
482,97561417
483,79578888
484,205727630
485,73850416
486,73281126
487,4122353
488,162227201
489,272944886
490,41275080
491,20550195
492,20552396
493,193056114
494,24221842
495,6311167
496,273028021
497,273027650
498,273027152
499,20332795
500,72653439
501,271782850
502,273029000
503,271780340
504,271986414
505,138956245
506,75396264
507,195194378
508,5444345
509,85035679
510,111422771
511,245768524
512,26039862
513,22829330
514,53086259
515,138101958
516,54031205
517,5439427
518,263078963
519,11306505
520,246852717
521,176712665
522,6058837
523,54031203
524,2923763
525,56359919
526,16680747
527,260163829
528,147896557
529,629721
530,272191200
531,94901052
532,245767164
533,52010818
534,74491875
535,50315554
536,31959713
537,270953666
538,202710047
539,537489
540,91419641
541,6805059
542,138956315
543,16685808
544,76045155
545,138956245
546,75396264
547,195194378
548,5444345
549,85035679
550,111422771
551,245768524
552,26039862
553,22829330
554,53086259
555,138101958
556,54031205
557,5439427
558,263078963
559,11306505
560,246852717
561,176712665
562,6058837
563,54031203
564,2923763
565,56359919
566,16680747
567,260163829
568,147896557
569,629721
570,272191200
571,94901052
572,245767164
573,52010818
574,74491875
575,50315554
576,31959713
577,270953666
578,202710047
579,537489
580,91419641
581,6805059
582,138956315
583,16685808
584,76045155
585,6677811
586,55468412
587,68115707
588,70606907
589,5981831
590,176292294
591,92956978
592,106894376
593,167042586
594,121229323
595,49070804
596,56889377
597,176292291
598,48579507
599,253397725
600,195110548
601,5329363
602,116591185
603,201686839
604,2904963
605,196199194
606,105736344
607,109185538
608,140630666
609,7371287
610,6956699
611,176292290
612,178455020
613,53982128
614,74993160
615,87715257
616,54031197
617,190119255
618,2906923
619,68778070
620,272184415
621,6805093
622,164782817
623,34362534
624,253397543
625,271409497
626,262045870
627,537515
628,73859726
629,116273351
630,126292599
631,7237793
632,248721904
633,114672711
634,202708282
635,21912521
636,13799086
637,196199141
638,271044942
639,202047629
640,271472350
641,76582330
642,140579049
643,252283614
644,205856666
645,138956349
646,37137744
647,57701831
648,73193470
649,12050798
650,89160943
651,32499359
652,245786890
653,72890870
654,99462051
655,2681843
656,63558915
657,253397883
658,181976634
659,643669
660,179754715
661,687166
662,59298959
663,16832052
664,7850312
665,53406530
666,3243007
667,51859816
668,248450903
669,90331549
670,150034316
671,12213476
672,10043537
673,59418250
674,184861027
675,51875138
676,48601459
677,271585884
678,9856783
679,271585953
680,36998818
681,8038702
682,272123011
683,271580804
684,194467964
685,75398135
686,26047668
687,21073614
688,167544512
689,118333486
690,16688374
691,8082641
692,140229111
693,108839282
694,92956986
695,56345533
696,135553903
697,75575648
698,248187187
699,21344300
700,40742154
701,170253419
702,92096095
703,461154
704,245784361
705,76366855
706,2922175
707,127076265
708,239182592
709,221231078
710,271585990
711,92092734
712,1390011
713,213954374
714,8021518
715,8264434
716,213717712
717,14657236
718,28263075
719,23261832
720,101150949
721,48659516
722,533705
723,154698980
724,109403839
725,59313996
726,99465602
727,154698760
728,74972222
729,26027110
730,35527634
731,43785627
732,127621395
733,76688244
734,37651735
735,160632398
736,4586845
737,76681202
738,181976630
739,253412937
740,199135690
741,144486459
742,159969974
743,217338164
744,914862
745,153824517
746,647224
747,181985905
748,38049018
749,205856596
750,125290361
751,7561117
752,50779780
753,38049016
754,73110081
755,138956403
756,167420536
757,35896549
758,38049024
759,272122647
760,108771308
761,177661425
762,99078139
763,4546671
764,102545040
765,73331878
766,249269765
767,92956975
768,107748954
769,215525334
770,154698851
771,211949298
772,261799946
773,17892523
774,73459375
775,32499931
776,158971967
777,106236891
778,202707255
779,271618020
780,6609823
781,252878718
782,202152051
783,260113459
784,126036974
785,249269696
786,89654610
787,271585957
788,81758691
789,271582739
790,270694962
791,56965859
792,253412930
793,70567304
794,197340936
795,87446689
796,6008295
797,56757957
798,17457665
799,154698957
800,66438420
801,189697666
802,262974764
803,138956289
804,252051832
805,154698795
806,127600423
807,73724483
808,252780969
809,125405240
810,102543115
811,183352765
812,214592576
813,140229056
814,5723303
815,52616345
816,271582924
817,157399797
818,57282398
819,69749846
820,246852581
821,138956283
822,195902830
823,154698941
824,67953209
825,59211859
826,125141292
827,241648814
828,81464590
829,249056105
830,197899569
831,11201149
832,111852571
833,6956581
834,81377963
835,58962840
836,56961702
837,54857953
838,9185588
839,246890943
840,111357190
841,248424705
842,165723358
843,22441743
844,1390009
845,272256449
846,262640736
847,36676471
848,199040775
849,206823099
850,91554650
851,52405631
852,57281342
853,112190385
854,248654237
855,5346879
856,13778023
857,272163691
858,68281688
859,76694342
860,138956444
861,263517040
862,55471391
863,151555257
864,77757289
865,170253425
866,208622974
867,158583254
868,68724103
869,17459009
870,271585972
871,138956460
872,271585926
873,88914850
874,245773762
875,212481086
876,181976638
877,271618028
878,271582733
879,154699026
880,271585963
881,48608401
882,110035662
883,75621655
884,48609860
885,3243073
886,27929101
887,271585939
888,129035354
889,217338219
890,14608627
891,107368329
892,167532995
893,10229536
894,88909435
895,106082015
896,173854589
897,272455172
898,138956467
899,271581715
900,205986038
901,77671741
902,11443739
903,263339315
904,55524966
905,99078127
906,93255560
907,270439082
908,50516374
909,271582765
910,86012198
911,138956324
912,222107876
913,210284592
914,136118836
915,154699040
916,155786186
917,41221492
918,53036427
919,51888507
920,271582799
921,271582928
922,206839534
923,197578149
924,247435362
925,73597939
926,74256721
927,19602743
928,260222714
929,8013693
930,202731310
931,21201638
932,147354773
933,54857868
934,22473990
935,108967016
936,262766649
937,55205965
938,249056057
939,193588976
940,53090085
941,170776650
942,167461058
943,38049046
944,55811254
945,217423481
946,113835077
947,58136661
948,106302739
949,127076464
950,43133643
951,99078020
952,73209922
953,55394120
954,35943408
955,38049022
956,5347125
957,462549
958,120535067
959,155561465
960,187238606
961,201648169
962,217337725
963,263082197
964,202631353
965,157203258
966,110946506
967,207757023
968,120760587
969,205856588
970,159970024
971,159969944
972,205899562
973,73364783
974,82502393
975,253213978
976,76480136
977,138956358
978,102125179
979,271888505
980,249199017
981,210284545
982,63853077
983,59347975
984,271582559
985,64235504
986,240217644
987,271585854
988,163914256
989,271581362
990,193589022
991,249794571
992,187941112
993,110849869
994,155559975
995,167062365
996,249056040
997,269845673
998,188061381
999,2301145
1000,99154257
1001,195732850
1002,195125259
1003,195714145
1004,8350148
1005,245771350
1006,3202751
1007,102123726
1008,17979040
1009,37111239
1010,121027211
1011,251547422
1012,179438807
1013,36164192
1014,242443550
1015,46095231
1016,67547272
1017,10229393
1018,175799232
1019,16268023
1020,2570813
1021,49651629
1022,43788503
1023,170253421
1024,202216701
1025,10607653
1026,99077932
1027,57725000
1028,90059778
1029,155561458
1030,73612626
1031,59141672
1032,271189708
1033,55525430
1034,185882377
1035,588043
1036,194862191
1037,49245834
1038,8021320
1039,52722555
1040,138956338
1041,246853247
1042,138956271
1043,181976632
1044,253309115
1045,157251885
1046,176711415
1047,2710093
1048,104192734
1049,136939510
1050,99078137
1051,134971253
1052,100034382
1053,2710095
1054,99324784
1055,75400387
1056,198042678
1057,261827134
1058,193588929
1059,2161875
1060,125735738
1061,271061899
1062,108889498
1063,537523
1064,77544059
1065,73109424
1066,217337949
1067,170253422
1068,163914289
1069,103997108
1070,55525024
1071,246852477
1072,11211353
1073,193589583
1074,248187523
1075,52849372
1076,55524769
1077,193589192
1078,213711014
1079,106279516
1080,70339267
1081,127060624
1082,193588363
1083,189741506
1084,202731377
1085,199631402
1086,99078087
1087,139549894
1088,195840891
1089,54031199
1090,170253417
1091,79322964
1092,119891566
1093,269363100
1094,261800670
1095,122954474
1096,52876238
1097,205856616
1098,140579048
1099,484374
1100,136939522
1101,229714404
1102,199175673
1103,12320203
1104,271189763
1105,272061743
1106,58137457
1107,73109589
1108,193589041
1109,58864484
1110,248187348
1111,75398184
1112,19787087
1113,108014199
1114,195566734
1115,126682331
1116,55065594
1117,52309544
1118,70520632
1119,108773879
1120,157847287
1121,57521706
1122,77756225
1123,271585943
1124,109325362
1125,269737477
1126,272000333
1127,25492593
1128,125247963
1129,121006506
1130,60854836
1131,48291723
1132,108841339
1133,189587806
1134,253118461
1135,129059166
1136,138956426
1137,107449922
1138,73661212
1139,154699185
1140,537511
1141,206634028
1142,96189960
1143,248639100
1144,154699200
1145,103377912
1146,110946282
1147,72900391
1148,38151252
1149,14608617
1150,58395158
1151,247444029
1152,55525085
1153,193588262
1154,116089041
1155,193589687
1156,229723181
1157,271582897
1158,199618350
1159,252050200
1160,113655090
1161,252878463
1162,206634035
1163,179921782
1164,213702756
1165,193361875
1166,193588743
1167,11443766
1168,262773368
1169,73655139
1170,43786721
1171,69659858
1172,2710099
1173,127635433
1174,132198537
1175,181983943
1176,461153
1177,51860168
1178,55133824
1179,142629191
1180,190460170
1181,19600554
1182,48889123
1183,199701564
1184,129523386
1185,6137027
1186,161035331
1187,135553912
1188,113835080
1189,911998
1190,99078114
1191,101585635
1192,2710111
1193,10230551
1194,246854190
1195,155560991
1196,166498708
1197,263693181
1198,248187152
1199,271617920
1200,43777137
1201,212980744
1202,72796202
1203,56632733
1204,89221898
1205,101252251
1206,263692377
1207,253384786
1208,62760179
1209,35968122
1210,195192018
1211,198269456
1212,33590840
1213,249056058
1214,193588638
1215,99077982
1216,51841360
1217,113835095
1218,252283619
1219,30700453
1220,38049012
1221,177067892
1222,185335052
1223,50083453
1224,154698872
1225,179169284
1226,55524980
1227,155559935
1228,143592629
1229,22400795
1230,197856881
1231,57677944
1232,193589623
1233,132913441
1234,136601832
1235,56104593
1236,169623052
1237,51547360
1238,270233738
1239,167267111
1240,94901377
1241,119882260
1242,38588175
1243,73853465
1244,66712870
1245,32334432
1246,57282097
1247,74814366
1248,192989326
1249,100141780
1250,181115130
1251,16268021
1252,72294644
1253,198735118
1254,56430840
1255,140579038
1256,205542451
1257,9842828
1258,54051868
1259,179932942
1260,73111082
1261,61273763
1262,134971265
1263,205542648
1264,121481361
1265,114815897
1266,202604236
1267,53026997
1268,193589175
1269,215530243
1270,29567833
1271,148635468
1272,154698762
1273,154699165
1274,191494753
1275,61215319
1276,112108264
1277,58972824
1278,156296888
1279,20826558
1280,40300337
1281,73636224
1282,202605222
1283,249050869
1284,247838766
1285,56829685
1286,138956434
1287,50417449
1288,263074796
1289,108258670
1290,246889290
1291,270480990
1292,49470027
1293,73237244
1294,145177159
1295,55674931
1296,113835068
1297,167034545
1298,152184770
1299,58991202
1300,198295052
1301,193588914
1302,70528681
1303,37614958
1304,225911554
1305,170726975
1306,139539669
1307,3116645
1308,171816889
1309,128556245
1310,36955494
1311,167061209
1312,73726210
1313,99078032
1314,271582906
1315,106540843
1316,138956237
1317,202217421
1318,87455254
1319,5323715
1320,68370277
1321,189163608
1322,247441857
1323,230038241
1324,73852294
1325,195245992
1326,7993014
1327,196004013
1328,225914517
1329,213695574
1330,174300836
1331,14608581
1332,155561304
1333,155560975
1334,138956327
1335,59202545
1336,206633944
1337,271223245
1338,249056120
1339,167907988
1340,159969976
1341,55525163
1342,2637801
1343,81404630
1344,37940633
1345,56669841
1346,57521238
1347,140579056
1348,80803020
1349,271582567
1350,114758266
1351,108464036
1352,272416458
1353,68373708
1354,3338649
1355,114735959
1356,971336
1357,32372980
1358,192033493
1359,108794383
1360,271583019
1361,55470777
1362,57654468
1363,246853801
1364,179926363
1365,87452644
1366,189074842
1367,54857951
1368,215525624
1369,91343914
1370,249056339
1371,193588306
1372,6580809
1373,69747548
1374,89153053
1375,271582991
1376,73711339
1377,170262543
1378,140579026
1379,271581619
1380,249056354
1381,99077993
1382,4549061
1383,37834873
1384,193588823
1385,248187393
1386,81503345
1387,136595851
1388,205856692
1389,8083719
1390,165653214
1391,149520903
1392,155560123
1393,120149810
1394,167431182
1395,2709987
1396,155561208
1397,174625435
1398,2416567
1399,99511359
1400,83788305
1401,271888688
1402,113652748
1403,217337802
1404,66700830
1405,76193890
1406,207756626
1407,59692885
1408,272256245
1409,17456476
1410,199251661
1411,15200645
1412,155559751
1413,76309622
1414,96301806
1415,99078105
1416,57379619
1417,200994714
1418,193589416
1419,150148821
1420,258667213
1421,484382
1422,4540123
1423,2939639
1424,60839192
1425,74795774
1426,200994694
1427,147351409
1428,195702769
1429,230054651
1430,248434793
1431,171816973
1432,197900136
1433,189375528
1434,38319064
1435,87455060
1436,55525135
1437,23107280
1438,117573581
1439,108825516
1440,59506824
1441,160846586
1442,273019700
1443,191755438
1444,29098003
1445,116143710
1446,178509501
1447,248536854
1448,59201430
1449,24156624
1450,165737239
1451,44572755
1452,484375
1453,63895932
1454,193588474
1455,102897486
1456,155560334
1457,243044584
1458,190194919
1459,134971271
1460,103369187
1461,14608587
1462,263597066
1463,206633988
1464,270813280
1465,82438752
1466,537532
1467,107367686
1468,98190526
1469,127076507
1470,193589223
1471,73366591
1472,270794893
1473,48333896
1474,155561696
1475,88909449
1476,219134121
1477,271320043
1478,120760510
1479,179929793
1480,102123758
1481,207317756
1482,203888117
1483,53434964
1484,93033966
1485,210428755
1486,113835079
1487,81436569
1488,131182322
1489,272445827
1490,242191612
1491,187190863
1492,88914839
1493,2161885
1494,44572443
1495,248187406
1496,190194870
1497,175798747
1498,76271904
1499,204287855
1500,153406924
1501,113835087
1502,10093817
1503,272045148
1504,249056054
1505,270123226
1506,193589019
1507,271617966
1508,98101820
1509,192987392
1510,81762011
1511,193589795
1512,271585906
1513,198042151
1514,158855662
1515,140229114
1516,271585922
1517,113835073
1518,205542588
1519,52783160
1520,155562016
1521,13007177
1522,110151881
1523,271400533
1524,163914290
1525,138956295
1526,193588194
1527,271063238
1528,12665237
1529,213711678
1530,172851441
1531,171816895
1532,203889495
1533,99078125
1534,262637577
1535,687155
1536,169956638
1537,140324285
1538,171816858
1539,167145110
1540,17900394
1541,178457934
1542,162541177
1543,185830150
1544,172919177
1545,102779329
1546,140229082
1547,125142285
1548,179944629
1549,2637695
1550,1315721
1551,270850498
1552,155049949
1553,35274896
1554,270227060
1555,51659253
1556,272278975
1557,193413140
1558,270548970
1559,247789762
1560,92411742
1561,74979552
1562,154699204
1563,96272431
1564,14249058
1565,249056184
1566,272045656
1567,143914635
1568,262023137
1569,171816820
1570,214168594
1571,55787433
1572,193588223
1573,270810523
1574,81499803
1575,68235088
1576,55500935
1577,161039019
1578,37718715
1579,249056310
1580,17459471
1581,57660365
1582,190194875
1583,252867010
1584,190170736
1585,189760701
1586,10694743
1587,12255267
1588,248187404
1589,53832479
1590,84446085
1591,81718870
1592,158854238
1593,200999754
1594,179438811
1595,209611015
1596,127010880
1597,161031636
1598,99078273
1599,32888618
1600,193589110
1601,191755437
1602,271617981
1603,210284577
1604,193588167
1605,213717703
1606,196146596
1607,261949700
1608,217144187
1609,195843850
1610,52657700
1611,155560524
1612,41877786
1613,193588785
1614,99077933
1615,104193159
1616,72779239
1617,172319434
1618,87993200
1619,71517966
1620,171816884
1621,20849468
1622,2637689
1623,249056143
1624,68112658
1625,55525097
1626,245772438
1627,59090327
1628,10311667
1629,10320984
1630,461155
1631,155561252
1632,73647860
1633,203441040
1634,252649059
1635,160668094
1636,15353730
1637,213931190
1638,263807613
1639,202780581
1640,21082370
1641,99321047
1642,81456473
1643,165753491
1644,71930300
1645,83200598
1646,919456
1647,32949244
1648,20243920
1649,154699016
1650,93962984
1651,10115840
1652,272062107
1653,73682372
1654,158856137
1655,193588079
1656,186272696
1657,54715593
1658,121032622
1659,193589150
1660,181254410
1661,70056365
1662,140961970
1663,52105425
1664,155560555
1665,38049074
1666,51601026
1667,241805433
1668,148641869
1669,106783014
1670,59197256
1671,55524997
1672,203141970
1673,117625253
1674,102090279
1675,68373718
1676,108893875
1677,194478101
1678,113835067
1679,40774672
1680,40775267
1681,12667203
1682,138956440
1683,58970895
1684,55524877
1685,193588748
1686,76191193
1687,138225824
1688,7341029
1689,75812272
1690,249056082
1691,174301285
1692,184098138
1693,249716674
1694,270545565
1695,182733509
1696,155559919
1697,248616990
1698,207565782
1699,73368710
1700,57757739
1701,202780442
1702,155560730
1703,20831793
1704,106046043
1705,77305641
1706,43784358
1707,248617106
1708,198041727
1709,81692492
1710,249056318
1711,195334061
1712,136590593
1713,82166487
1714,171816793
1715,75583355
1716,87827244
1717,3681805
1718,167613299
1719,3657409
1720,206820988
1721,108243355
1722,919114
1723,179936271
1724,116183080
1725,919322
1726,103997100
1727,810410
1728,253177912
1729,139600279
1730,919356
1731,63920760
1732,109339109
1733,42724183
1734,253273860
1735,204472994
1736,205856607
1737,155559899
1738,127805319
1739,113835089
1740,151555294
1741,41260982
1742,158819435
1743,53447600
1744,136752214
1745,207756790
1746,155561454
1747,68373711
1748,193588300
1749,193588200
1750,155110820
1751,17896110
1752,207756887
1753,192988420
1754,193540827
1755,193588749
1756,206374612
1757,252051816
1758,155561882
1759,586862
1760,245784314
1761,185941393
1762,168291064
1763,85919157
1764,247337049
1765,213680376
1766,7750218
1767,97358110
1768,54798291
1769,186242790
1770,263041279
1771,56858763
1772,249170193
1773,43865627
1774,90951085
1775,2582091
1776,122954476
1777,249056098
1778,251550518
1779,4093089
1780,59300266
1781,114842386
1782,35808544
1783,107369483
1784,203912099
1785,199058857
1786,80757845
1787,958568
1788,199701208
1789,56652423
1790,213701565
1791,76483750
1792,99077987
1793,270231746
1794,155560317
1795,271664081
1796,38049058
1797,185335032
1798,141489565
1799,198917059
1800,272222404
1801,254114791
1802,154698755
1803,272364433
1804,7459923
1805,122003958
1806,177078199
1807,158856056
1808,43776644
1809,193589026
1810,181981053
1811,51435969
1812,217337788
1813,193588184
1814,118506685
1815,99078181
1816,165219058
1817,33395816
1818,29963233
1819,129376577
1820,2301045
1821,252862450
1822,56738594
1823,155560934
1824,16687619
1825,155561744
1826,72080406
1827,58693026
1828,252905885
1829,195302909
1830,20831675
1831,1390005
1832,109949618
1833,5196031
1834,193588757
1835,121030503
1836,155560302
1837,171816857
1838,37843817
1839,32062734
1840,20612817
1841,192989419
1842,272433812
1843,57090331
1844,139107246
1845,257874063
1846,108179899
1847,129024347
1848,155560118
1849,251742925
1850,262773308
1851,154093276
1852,9185582
1853,20612900
1854,155560207
1855,141848496
1856,93029585
1857,197906701
1858,217337818
1859,217337683
1860,155560303
1861,193588304
1862,20831692
1863,58373384
1864,55454711
1865,8350168
1866,11443692
1867,55523830
1868,105205864
1869,70508579
1870,219134147
1871,192796365
1872,108285712
1873,263807448
1874,160212090
1875,193589320
1876,251073043
1877,245776506
1878,58423594
1879,76125372
1880,155560970
1881,53089213
1882,125147046
1883,46751911
1884,208174913
1885,212481128
1886,152924968
1887,212481144
1888,88909459
1889,245772550
1890,49101209
1891,152926741
1892,99078184
1893,249965787
1894,204622374
1895,207757028
1896,44571352
1897,86673023
1898,157251915
1899,272404155
1900,106235774
1901,67804737
1902,115701203
1903,98764597
1904,272408933
1905,155560758
1906,79328733
1907,249056088
1908,68372373
1909,248355839
1910,261823021
1911,51696248
1912,155560567
1913,155560501
1914,210960888
1915,86297222
1916,35819802
1917,252878673
1918,108256332
1919,198128316
1920,213711531
1921,22689025
1922,198042451
1923,48201953
1924,73109887
1925,99078142
1926,61280616
1927,6742075
1928,2416575
1929,121220195
1930,101883679
1931,106756496
1932,46752707
1933,9185586
1934,155559990
1935,90589956
1936,155561901
1937,262424003
1938,61271425
1939,108794330
1940,61247344
1941,25746623
1942,159969951
1943,68362691
1944,14608592
1945,94346229
1946,155560908
1947,272414779
1948,271434126
1949,272410589
1950,68361178
1951,155560116
1952,272560585
1953,192794819
1954,239324443
1955,73712153
1956,272441853
1957,54131371
1958,56822726
1959,817130
1960,11886708
1961,72885233
1962,113368600
1963,54798285
1964,77679772
1965,103753617
1966,17539265
1967,141260666
1968,14239797
1969,245830183
1970,17592381
1971,61232629
1972,19673926
1973,215528685
1974,63903916
1975,171063464
1976,248187306
1977,271585984
1978,58514873
1979,258897630
1980,272064043
1981,249056062
1982,37280825
1983,53438788
1984,212481154
1985,272000482
1986,58600700
1987,171816791
1988,242191604
1989,242191631
1990,55097144
1991,55433759
1992,99078107
1993,43807391
1994,138956268
1995,4656565
1996,116094981
1997,13923116
1998,44114314
1999,110036543
2000,19991461
2001,248357356
2002,179932890
2003,73099034
2004,192658323
2005,213702163
2006,61847451
2007,68032145
2008,266805399
2009,33513583
2010,173733438
2011,116628468
2012,30699653
2013,105156977
2014,139564627
2015,202347365
2016,242191609
2017,195210823
2018,120760539
2019,140192159
2020,55524849
2021,136545413
2022,271585994
2023,6001609
2024,248187368
2025,55524888
2026,10607775
2027,125735739
2028,271582743
2029,55709876
2030,196674843
2031,7948113
2032,56670451
2033,61278879
2034,244170359
2035,56941036
2036,81736487
2037,271585858
2038,102093898
2039,197621809
2040,74309036
2041,272350969
2042,252641217
2043,74309034
2044,59313851
2045,98852831
2046,171816841
2047,49048389
2048,73188919
2049,271585918
2050,51564562
2051,116179485
2052,140229149
2053,271585894
2054,77283146
2055,270822082
2056,62018577
2057,74152452
2058,271585842
2059,99078031
2060,261945687
2061,68600357
2062,212481136
2063,126527872
2064,81314257
2065,176664708
2066,271617991
2067,81506936
2068,138956215
2069,270464687
2070,94596066
2071,155099664
2072,207757005
2073,242191624
2074,70553168
2075,157251914
2076,177092928
2077,270234129
2078,32357578
2079,161035395
2080,271585947
2081,56260776
2082,271478100
2083,44573531
2084,48749869
2085,241805422
2086,15248972
2087,270439680
2088,59496245
2089,32893303
2090,271585930
2091,221231079
2092,249056171
2093,193589393
2094,49073032
2095,134439369
2096,200851762
2097,186495266
2098,120150001
2099,129222561
2100,4548169
2101,26274584
2102,125290611
2103,54826036
2104,213936656
2105,206946010
2106,22152019
2107,196004161
2108,202421368
2109,113202374
2110,11443761
2111,154698806
2112,10696705
2113,103996691
2114,53438608
2115,217337573
2116,244173988
2117,99320983
2118,174624576
2119,271623699
2120,165219055
2121,178511990
2122,271581709
2123,48291291
2124,239183777
2125,186309355
2126,81579930
2127,63087287
2128,190635706
2129,250025639
2130,52804471
2131,108458451
2132,155559807
2133,118863686
2134,226854713
2135,6742039
2136,160820808
2137,102915178
2138,75616979
2139,54482308
2140,175413807
2141,93033992
2142,252630167
2143,155560898
2144,99924464
2145,178313015
